gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_000275925.1_ASM27592v1_genomic_CDS_0018	AJXH01000001.1	18735	20234	+	GCA_000467025.1_ASM46702v1_genomic_CDS_3717	1	shell	0	4	8
GCA_000275925.1_ASM27592v1_genomic_CDS_0019	AJXH01000001.1	20234	21904	+	GCA_000285355.1_ASM28535v1_genomic_CDS_0787	1	shell	0	2	5
GCA_000275925.1_ASM27592v1_genomic_CDS_0020	AJXH01000001.1	22021	22398	-	GCA_000467005.1_ASM46700v1_genomic_CDS_0551	1	shell	0	3	16
GCA_000275925.1_ASM27592v1_genomic_CDS_0021	AJXH01000001.1	22477	23670	-	GCA_000275925.1_ASM27592v1_genomic_CDS_0021	1	shell	0	3	5
GCA_000275925.1_ASM27592v1_genomic_CDS_0022	AJXH01000001.1	23664	24269	-	GCA_002263675.1_ASM226367v1_genomic_CDS_4868	1	shell	0	2	0
GCA_000275925.1_ASM27592v1_genomic_CDS_0023	AJXH01000001.1	24266	25081	-	GCA_001401055.1_PsoICMP16925_genomic_CDS_3042	1	shell	0	4	11
GCA_000275925.1_ASM27592v1_genomic_CDS_0024	AJXH01000001.1	25097	28594	-	GCA_000275925.1_ASM27592v1_genomic_CDS_0024	1	shell	0	1	13
GCA_000275925.1_ASM27592v1_genomic_CDS_0025	AJXH01000001.1	29548	32436	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0025	1	cloud	0	1	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0026	AJXH01000001.1	32585	32944	+	GCA_002255865.1_ASM225586v1_genomic_CDS_5646	1	cloud	0	2	3
GCA_000275925.1_ASM27592v1_genomic_CDS_0027	AJXH01000001.1	33136	33918	+	GCA_000285955.1_ASM28595v1_genomic_CDS_5265	1	cloud	0	1	4
GCA_000275925.1_ASM27592v1_genomic_CDS_0028	AJXH01000001.1	33982	35382	+	GCA_001828815.1_ASM182881v1_genomic_CDS_1950	1	shell	0	1	9
GCA_000275925.1_ASM27592v1_genomic_CDS_0029	AJXH01000001.1	35463	36503	+	GCA_000285355.1_ASM28535v1_genomic_CDS_0973	1	cloud	0	1	4
GCA_000275925.1_ASM27592v1_genomic_CDS_0030	AJXH01000001.1	36516	37490	+	GCA_002237665.1_ASM223766v1_genomic_CDS_4803	1	cloud	0	0	4
GCA_000275925.1_ASM27592v1_genomic_CDS_0031	AJXH01000001.1	37487	38410	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0031	1	cloud	0	0	7
GCA_000275925.1_ASM27592v1_genomic_CDS_0032	AJXH01000001.1	38407	38862	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0032	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0033	AJXH01000001.1	38849	41290	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0033	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0034	AJXH01000001.1	41287	42336	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0034	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0035	AJXH01000001.1	42333	43334	+	GCA_002255865.1_ASM225586v1_genomic_CDS_5635	1	cloud	0	0	6
GCA_000275925.1_ASM27592v1_genomic_CDS_0036	AJXH01000001.1	43411	44997	+	GCA_002255865.1_ASM225586v1_genomic_CDS_5634	1	cloud	0	0	4
GCA_000275925.1_ASM27592v1_genomic_CDS_0037	AJXH01000001.1	45153	47213	+	GCA_002255865.1_ASM225586v1_genomic_CDS_5633	2	cloud	0	1	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0038	AJXH01000001.1	47177	47644	+	GCA_002255865.1_ASM225586v1_genomic_CDS_5633	2	cloud	0	1	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0039	AJXH01000001.1	47688	48356	-	GCA_000801775.1_PfAU2989_genomic_CDS_3636	1	shell	0	2	8
GCA_000275925.1_ASM27592v1_genomic_CDS_0040	AJXH01000001.1	48529	49806	+	GCA_002255865.1_ASM225586v1_genomic_CDS_5629	2	cloud	0	2	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0041	AJXH01000001.1	49755	50732	+	GCA_002255865.1_ASM225586v1_genomic_CDS_5629	2	cloud	0	2	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0042	AJXH01000001.1	50752	51126	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0042	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0043	AJXH01000001.1	51166	51660	-	GCA_000275925.1_ASM27592v1_genomic_CDS_0043	1	cloud	1	2	3
GCA_000275925.1_ASM27592v1_genomic_CDS_0044	AJXH01000001.1	51827	53254	+	GCA_001045515.1_ASM104551v1_genomic_CDS_3942	3	persistent	7	13	66
GCA_000275925.1_ASM27592v1_genomic_CDS_0045	AJXH01000001.1	53256	53465	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0045	1	cloud	1	1	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0046	AJXH01000001.1	53556	54245	+	GCA_001641345.1_ASM164134v1_genomic_CDS_5451	1	shell	0	4	10
GCA_000275925.1_ASM27592v1_genomic_CDS_0047	AJXH01000001.1	54242	54757	-	GCA_000801855.1_PfAU11518_genomic_CDS_4146	1	shell	0	2	3
GCA_000275925.1_ASM27592v1_genomic_CDS_0048	AJXH01000001.1	54968	55939	+	GCA_001641325.1_ASM164132v1_genomic_CDS_3200	1	cloud	0	1	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0049	AJXH01000001.1	56039	56914	+	GCA_001641325.1_ASM164132v1_genomic_CDS_3201	1	cloud	0	0	7
GCA_000275925.1_ASM27592v1_genomic_CDS_0050	AJXH01000001.1	56936	58087	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0050	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0051	AJXH01000001.1	58084	59196	+	GCA_001269555.1_ASM126955v1_genomic_CDS_2936	1	cloud	0	1	4
GCA_000275925.1_ASM27592v1_genomic_CDS_0052	AJXH01000001.1	59193	60335	-	GCA_000285355.1_ASM28535v1_genomic_CDS_0387	1	shell	0	5	5
GCA_000275925.1_ASM27592v1_genomic_CDS_0053	AJXH01000001.1	60427	61533	-	GCA_000285955.1_ASM28595v1_genomic_CDS_4515	1	shell	0	2	3
GCA_000275925.1_ASM27592v1_genomic_CDS_0054	AJXH01000001.1	61696	63006	+	GCA_002263675.1_ASM226367v1_genomic_CDS_4893	1	shell	0	4	17
GCA_000275925.1_ASM27592v1_genomic_CDS_0055	AJXH01000001.1	63102	63806	-	GCA_000801915.1_PfAU12271_genomic_CDS_4087	1	shell	0	3	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0056	AJXH01000001.1	63908	64810	+	GCA_001828795.1_ASM182879v1_genomic_CDS_2401	1	shell	0	2	0
GCA_000275925.1_ASM27592v1_genomic_CDS_0057	AJXH01000001.1	64890	65900	+	GCA_001400995.1_PrhICMP9756_genomic_CDS_3588	1	shell	0	8	14
GCA_000275925.1_ASM27592v1_genomic_CDS_0058	AJXH01000001.1	66111	66992	+	GCA_001828795.1_ASM182879v1_genomic_CDS_2399	1	shell	0	2	6
GCA_000275925.1_ASM27592v1_genomic_CDS_0059	AJXH01000001.1	67048	68124	-	GCA_001270005.1_ASM127000v1_genomic_CDS_4924	1	shell	1	5	43
GCA_000275925.1_ASM27592v1_genomic_CDS_0060	AJXH01000001.1	68370	69350	-	GCA_000275925.1_ASM27592v1_genomic_CDS_0060	1	cloud	0	1	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0061	AJXH01000001.1	69371	70240	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0061	1	cloud	0	1	7
GCA_000275925.1_ASM27592v1_genomic_CDS_0062	AJXH01000001.1	70339	71880	+	GCA_000801915.1_PfAU12271_genomic_CDS_4091	1	shell	0	2	4
GCA_000275925.1_ASM27592v1_genomic_CDS_0063	AJXH01000001.1	72079	72444	+	GCA_000467065.1_ASM46706v1_genomic_CDS_5813	1	shell	0	5	9
GCA_000275925.1_ASM27592v1_genomic_CDS_0064	AJXH01000001.1	72557	73093	-	GCA_001828815.1_ASM182881v1_genomic_CDS_1971	1	shell	0	2	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0065	AJXH01000001.1	73290	73811	+	GCA_000467065.1_ASM46706v1_genomic_CDS_5812	1	shell	1	3	11
GCA_000275925.1_ASM27592v1_genomic_CDS_0066	AJXH01000001.1	73862	75427	-	GCA_001400935.1_PreICMP16945_genomic_CDS_2129	1	persistent	2	6	20
GCA_000275925.1_ASM27592v1_genomic_CDS_0067	AJXH01000001.1	75555	76118	-	GCA_000478865.2_ASM47886v2_genomic_CDS_2646	1	shell	2	2	12
GCA_000275925.1_ASM27592v1_genomic_CDS_0068	AJXH01000001.1	76263	77189	-	GCA_000801915.1_PfAU12271_genomic_CDS_4097	1	shell	0	2	4
GCA_000275925.1_ASM27592v1_genomic_CDS_0069	AJXH01000001.1	77360	78367	+	GCA_002263675.1_ASM226367v1_genomic_CDS_4907	1	shell	1	1	0
GCA_000275925.1_ASM27592v1_genomic_CDS_0070	AJXH01000001.1	78368	79726	-	GCA_001828745.1_ASM182874v1_genomic_CDS_1496	1	persistent	1	6	20
GCA_000275925.1_ASM27592v1_genomic_CDS_0071	AJXH01000001.1	79832	80671	-	GCA_000759445.1_ASM75944v1_genomic_CDS_1140	1	persistent	1	7	31
GCA_000275925.1_ASM27592v1_genomic_CDS_0072	AJXH01000001.1	80982	81167	+	GCA_001641345.1_ASM164134v1_genomic_CDS_5477	1	shell	1	1	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0073	AJXH01000001.1	81310	81591	+	GCA_002255865.1_ASM225586v1_genomic_CDS_5600	1	shell	1	2	3
GCA_000275925.1_ASM27592v1_genomic_CDS_0074	AJXH01000001.1	81601	81831	-	GCA_001828815.1_ASM182881v1_genomic_CDS_1981	1	shell	0	3	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0075	AJXH01000001.1	82056	82409	-	GCA_001828815.1_ASM182881v1_genomic_CDS_1982	1	shell	1	1	3
GCA_000275925.1_ASM27592v1_genomic_CDS_0076	AJXH01000001.1	82624	82926	+	GCA_000467065.1_ASM46706v1_genomic_CDS_3540	1	persistent	2	5	24
GCA_000275925.1_ASM27592v1_genomic_CDS_0077	AJXH01000001.1	82952	83119	+	GCA_001828815.1_ASM182881v1_genomic_CDS_1984	1	shell	1	1	0
GCA_000275925.1_ASM27592v1_genomic_CDS_0078	AJXH01000001.1	83124	83789	+	GCA_000801775.1_PfAU2989_genomic_CDS_3605	1	shell	0	2	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0079	AJXH01000001.1	83865	84911	+	GCA_001828815.1_ASM182881v1_genomic_CDS_1986	1	shell	0	2	3
GCA_000275925.1_ASM27592v1_genomic_CDS_0080	AJXH01000001.1	84908	85486	-	GCA_000275925.1_ASM27592v1_genomic_CDS_0080	1	cloud	0	1	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0081	AJXH01000001.1	85660	86538	+	GCA_002255865.1_ASM225586v1_genomic_CDS_5592	1	cloud	0	1	3
GCA_000275925.1_ASM27592v1_genomic_CDS_0082	AJXH01000001.1	86648	87709	+	GCA_001828815.1_ASM182881v1_genomic_CDS_1987	1	shell	1	1	5
GCA_000275925.1_ASM27592v1_genomic_CDS_0083	AJXH01000001.1	87823	88581	+	GCA_001045515.1_ASM104551v1_genomic_CDS_4313	1	persistent	1	5	11
GCA_000275925.1_ASM27592v1_genomic_CDS_0084	AJXH01000001.1	88582	89262	+	GCA_001451445.1_WH-SGI-V-07422_genomic_CDS_4640	1	persistent	1	3	23
GCA_000275925.1_ASM27592v1_genomic_CDS_0085	AJXH01000001.1	89268	90347	+	GCA_000467005.1_ASM46700v1_genomic_CDS_4315	1	shell	1	2	4
GCA_000275925.1_ASM27592v1_genomic_CDS_0086	AJXH01000001.1	90426	91463	+	GCA_002237665.1_ASM223766v1_genomic_CDS_4850	1	shell	0	1	7
GCA_000275925.1_ASM27592v1_genomic_CDS_0087	AJXH01000001.1	91588	93210	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0087	1	cloud	0	2	0
GCA_000275925.1_ASM27592v1_genomic_CDS_0088	AJXH01000001.1	93280	93984	+	GCA_001641325.1_ASM164132v1_genomic_CDS_3257	1	shell	0	2	6
GCA_000275925.1_ASM27592v1_genomic_CDS_0089	AJXH01000001.1	94131	94601	-	GCA_000275925.1_ASM27592v1_genomic_CDS_0089	1	cloud	0	2	0
GCA_000275925.1_ASM27592v1_genomic_CDS_0090	AJXH01000001.1	94656	94967	-	GCA_001828795.1_ASM182879v1_genomic_CDS_2368	1	shell	0	4	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0091	AJXH01000001.1	94964	95560	-	GCA_001641325.1_ASM164132v1_genomic_CDS_3261	1	shell	0	2	0
GCA_000275925.1_ASM27592v1_genomic_CDS_0092	AJXH01000003.1	447	2339	+	GCA_001466975.1_ASM146697v1_genomic_CDS_1597	1	shell	0	7	16
GCA_000275925.1_ASM27592v1_genomic_CDS_0093	AJXH01000003.1	2341	2742	-	GCA_001641325.1_ASM164132v1_genomic_CDS_6285	1	shell	0	2	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0094	AJXH01000003.1	2876	3406	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0094	1	cloud	0	1	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0095	AJXH01000003.1	3409	4359	+	GCA_002255865.1_ASM225586v1_genomic_CDS_2363	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0096	AJXH01000003.1	4454	6952	+	GCA_002255865.1_ASM225586v1_genomic_CDS_2362	1	cloud	0	1	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0097	AJXH01000003.1	7032	7499	+	GCA_001828815.1_ASM182881v1_genomic_CDS_0727	1	shell	0	3	4
GCA_000275925.1_ASM27592v1_genomic_CDS_0098	AJXH01000003.1	7541	8128	-	GCA_002255865.1_ASM225586v1_genomic_CDS_2360	1	cloud	0	2	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0099	AJXH01000003.1	8216	10453	-	GCA_000275925.1_ASM27592v1_genomic_CDS_0099	1	cloud	0	1	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0100	AJXH01000003.1	10651	13008	+	GCA_002237665.1_ASM223766v1_genomic_CDS_0555	1	shell	2	2	9
GCA_000275925.1_ASM27592v1_genomic_CDS_0101	AJXH01000003.1	13079	13657	+	GCA_001641325.1_ASM164132v1_genomic_CDS_6280	1	cloud	0	2	0
GCA_000275925.1_ASM27592v1_genomic_CDS_0102	AJXH01000003.1	13670	14302	+	GCA_000801855.1_PfAU11518_genomic_CDS_1264	1	shell	0	2	3
GCA_000275925.1_ASM27592v1_genomic_CDS_0103	AJXH01000003.1	14467	15048	+	GCA_001828815.1_ASM182881v1_genomic_CDS_0722	1	shell	0	3	4
GCA_000275925.1_ASM27592v1_genomic_CDS_0104	AJXH01000003.1	15161	15673	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0104	1	cloud	0	1	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0105	AJXH01000003.1	15715	16632	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0105	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0106	AJXH01000003.1	16715	19135	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0106	1	cloud	0	1	5
GCA_000275925.1_ASM27592v1_genomic_CDS_0107	AJXH01000003.1	19157	20191	-	GCA_000275925.1_ASM27592v1_genomic_CDS_0107	1	shell	0	2	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0108	AJXH01000003.1	20355	21764	-	GCA_001914085.1_ASM191408v1_genomic_CDS_5151	1	shell	0	4	3
GCA_000275925.1_ASM27592v1_genomic_CDS_0109	AJXH01000003.1	21764	23191	-	GCA_000801915.1_PfAU12271_genomic_CDS_0595	1	shell	0	2	0
GCA_000275925.1_ASM27592v1_genomic_CDS_0110	AJXH01000003.1	23194	24297	-	GCA_000801915.1_PfAU12271_genomic_CDS_0596	1	shell	0	2	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0111	AJXH01000003.1	24288	25505	-	GCA_000801915.1_PfAU12271_genomic_CDS_0597	1	shell	0	2	0
GCA_000275925.1_ASM27592v1_genomic_CDS_0112	AJXH01000003.1	25514	26746	-	GCA_000801775.1_PfAU2989_genomic_CDS_0242	1	shell	0	2	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0113	AJXH01000003.1	26833	28023	-	GCA_000801915.1_PfAU12271_genomic_CDS_0599	1	shell	0	3	0
GCA_000275925.1_ASM27592v1_genomic_CDS_0114	AJXH01000003.1	28023	30014	-	GCA_000801915.1_PfAU12271_genomic_CDS_0600	1	shell	0	3	0
GCA_000275925.1_ASM27592v1_genomic_CDS_0115	AJXH01000003.1	30029	30829	-	GCA_000275925.1_ASM27592v1_genomic_CDS_0115	1	shell	0	2	0
GCA_000275925.1_ASM27592v1_genomic_CDS_0116	AJXH01000003.1	30835	31746	-	GCA_000275925.1_ASM27592v1_genomic_CDS_0116	1	shell	0	2	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0117	AJXH01000003.1	31748	33208	-	GCA_000275925.1_ASM27592v1_genomic_CDS_0117	1	shell	0	4	0
GCA_000275925.1_ASM27592v1_genomic_CDS_0118	AJXH01000003.1	33208	34647	-	GCA_000275925.1_ASM27592v1_genomic_CDS_0118	1	shell	0	2	4
GCA_000275925.1_ASM27592v1_genomic_CDS_0119	AJXH01000003.1	35274	35903	+	GCA_001828815.1_ASM182881v1_genomic_CDS_0705	1	cloud	0	3	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0120	AJXH01000004.1	149	457	-	GCA_001641325.1_ASM164132v1_genomic_CDS_1789	2	shell	0	9	11
GCA_000275925.1_ASM27592v1_genomic_CDS_0121	AJXH01000004.1	1013	1942	+	GCA_002255865.1_ASM225586v1_genomic_CDS_3985	1	cloud	0	2	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0122	AJXH01000004.1	2006	2563	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0122	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0123	AJXH01000004.1	2669	3244	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0123	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0124	AJXH01000004.1	4047	4904	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0124	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0125	AJXH01000004.1	4901	5707	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0125	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0126	AJXH01000004.1	5694	6887	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0126	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0127	AJXH01000004.1	6896	7567	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0127	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0128	AJXH01000004.1	7638	8351	+	GCA_000275925.1_ASM27592v1_genomic_CDS_0128	1	cloud	0	1	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0129	AJXH01000004.1	8361	9881	-	GCA_000801855.1_PfAU11518_genomic_CDS_5375	1	shell	0	1	7
GCA_000275925.1_ASM27592v1_genomic_CDS_0130	AJXH01000004.1	9881	11536	-	GCA_000801855.1_PfAU11518_genomic_CDS_5374	1	shell	0	2	3
GCA_000275925.1_ASM27592v1_genomic_CDS_0131	AJXH01000004.1	11714	12388	-	GCA_000801775.1_PfAU2989_genomic_CDS_2010	1	shell	0	2	0
GCA_000275925.1_ASM27592v1_genomic_CDS_0132	AJXH01000004.1	12663	13331	+	GCA_001466975.1_ASM146697v1_genomic_CDS_4421	1	shell	0	4	8
GCA_000275925.1_ASM27592v1_genomic_CDS_0133	AJXH01000004.1	13333	15795	+	GCA_000801775.1_PfAU2989_genomic_CDS_2008	1	shell	0	2	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0134	AJXH01000004.1	15785	16846	+	GCA_000801855.1_PfAU11518_genomic_CDS_5370	1	shell	0	1	6
GCA_000275925.1_ASM27592v1_genomic_CDS_0135	AJXH01000004.1	16947	18389	+	GCA_000801855.1_PfAU11518_genomic_CDS_5366	1	cloud	0	2	5
GCA_000275925.1_ASM27592v1_genomic_CDS_0136	AJXH01000004.1	18438	19538	-	GCA_002255865.1_ASM225586v1_genomic_CDS_3977	1	cloud	0	0	4
GCA_000275925.1_ASM27592v1_genomic_CDS_0137	AJXH01000004.1	19535	20212	-	GCA_001828815.1_ASM182881v1_genomic_CDS_4934	1	cloud	0	1	3
GCA_000275925.1_ASM27592v1_genomic_CDS_0138	AJXH01000004.1	20406	21329	+	GCA_001828815.1_ASM182881v1_genomic_CDS_4933	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0139	AJXH01000004.1	21393	22901	+	GCA_001828815.1_ASM182881v1_genomic_CDS_4932	1	cloud	0	0	3
GCA_000275925.1_ASM27592v1_genomic_CDS_0140	AJXH01000004.1	22867	23859	+	GCA_001828815.1_ASM182881v1_genomic_CDS_4931	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0141	AJXH01000004.1	23888	24967	+	GCA_001828815.1_ASM182881v1_genomic_CDS_4930	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0142	AJXH01000004.1	24971	26503	+	GCA_001641345.1_ASM164134v1_genomic_CDS_3234	1	cloud	0	0	3
GCA_000275925.1_ASM27592v1_genomic_CDS_0143	AJXH01000004.1	26639	27364	+	GCA_001828795.1_ASM182879v1_genomic_CDS_4197	1	cloud	0	0	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0144	AJXH01000004.1	27361	28365	-	GCA_001828795.1_ASM182879v1_genomic_CDS_4196	1	cloud	0	1	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0145	AJXH01000004.1	28424	29287	-	GCA_000275925.1_ASM27592v1_genomic_CDS_0145	1	shell	0	1	17
GCA_000275925.1_ASM27592v1_genomic_CDS_0146	AJXH01000004.1	29579	30985	-	GCA_000275925.1_ASM27592v1_genomic_CDS_0146	1	shell	0	2	5
GCA_000275925.1_ASM27592v1_genomic_CDS_0147	AJXH01000004.1	30982	32250	-	GCA_001269555.1_ASM126955v1_genomic_CDS_3433	1	shell	0	3	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0148	AJXH01000004.1	32264	32959	-	GCA_002029325.1_ASM202932v1_genomic_CDS_0010	1	shell	0	3	3
GCA_000275925.1_ASM27592v1_genomic_CDS_0149	AJXH01000004.1	32959	33708	-	GCA_000285355.1_ASM28535v1_genomic_CDS_2691	1	shell	0	2	3
GCA_000275925.1_ASM27592v1_genomic_CDS_0150	AJXH01000004.1	33705	34715	-	GCA_001641325.1_ASM164132v1_genomic_CDS_0747	1	shell	0	2	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0151	AJXH01000004.1	34717	35577	-	GCA_002029325.1_ASM202932v1_genomic_CDS_0014	1	shell	0	2	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0152	AJXH01000004.1	35636	36838	-	GCA_001874665.1_ASM187466v1_genomic_CDS_5113	1	shell	0	2	1
GCA_000275925.1_ASM27592v1_genomic_CDS_0153	AJXH01000004.1	36933	37703	-	GCA_001641325.1_ASM164132v1_genomic_CDS_0744	1	shell	0	1	12
GCA_000275925.1_ASM27592v1_genomic_CDS_0154	AJXH01000004.1	37811	38554	-	GCA_000275925.1_ASM27592v1_genomic_CDS_0154	1	cloud	0	2	0
GCA_000275925.1_ASM27592v1_genomic_CDS_0155	AJXH01000004.1	38659	40062	-	GCA_000801915.1_PfAU12271_genomic_CDS_4693	1	shell	1	0	6
GCA_000275925.1_ASM27592v1_genomic_CDS_0156	AJXH01000004.1	40055	42025	-	GCA_000285355.1_ASM28535v1_genomic_CDS_2075	2	persistent	0	6	13
GCA_000275925.1_ASM27592v1_genomic_CDS_0157	AJXH01000004.1	42027	43115	-	GCA_002237665.1_ASM223766v1_genomic_CDS_2300	1	shell	1	3	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0158	AJXH01000004.1	43454	43936	+	GCA_001269555.1_ASM126955v1_genomic_CDS_3806	1	shell	0	3	2
GCA_000275925.1_ASM27592v1_genomic_CDS_0159	AJXH01000004.1	44056	45393	+	GCA_000285355.1_ASM28535v1_genomic_CDS_2078	1	shell	0	5	2
